ts,activity,id,tag
285.308944,2,246,s
285.579919,5,230,f
285.785644,6,226,f
285.785644,6,227,s
285.845893,3,240,f
285.845893,3,241,s
285.856373,4,231,f
285.856373,5,231,s
285.856373,4,232,s
286.043812,2,246,f
286.043812,2,247,s
286.147398,1,250,f
286.147398,1,251,s
286.729923,6,227,f
286.729923,6,228,s
286.74712,2,247,f
286.74712,2,248,s
286.942351,5,231,f
287.10123,1,251,f
287.10123,1,252,s
287.444177,1,252,f
287.444177,1,253,s
287.472533,2,248,f
287.472533,2,249,s
287.5018,1,253,f
287.5018,1,254,s
287.58818,4,232,f
287.58818,5,232,s
287.58818,4,233,s
287.737069,4,233,f
287.737069,4,234,s
287.883847,6,228,f
287.883847,6,229,s
288.001199,4,234,f
288.001199,4,235,s
288.02176,5,232,f
288.02176,5,233,s
288.093853,5,233,f
288.093853,5,234,s
288.114209,6,229,f
288.114209,6,230,s
288.119994,4,235,f
288.119994,4,236,s
288.144044,2,249,f
288.144044,2,250,s
288.356381,2,250,f
288.356381,2,251,s
288.423052,1,254,f
288.423052,1,255,s
288.642412,6,230,f
288.642412,6,231,s
288.99847,2,251,f
288.99847,2,252,s
289.171731,2,252,f
289.53639,6,231,f
289.53639,6,232,s
289.604406,6,232,f
289.604406,6,233,s
289.943452,6,233,f
290.08749,1,255,f
290.08749,1,256,s
290.252889,5,234,f
290.252889,6,234,s
290.252889,5,235,s
290.286497,4,236,f
290.286497,4,237,s
290.286569,1,256,f
290.286569,1,257,s
290.561763,5,235,f
290.561763,5,236,s
290.885318,6,234,f
290.885318,6,235,s
291.069334,4,237,f
291.069334,4,238,s
291.200759,3,241,f
291.200759,3,242,s
291.200759,2,253,s
291.280922,4,238,f
291.280922,4,239,s
291.441527,6,235,f
291.45886,2,253,f
291.546871,5,236,f
291.546871,6,236,s
291.546871,5,237,s
291.978287,3,242,f
291.978287,3,243,s
291.978287,2,254,s
292.002518,4,239,f
292.002518,4,240,s
292.128114,4,240,f
292.128114,4,241,s
292.354763,5,237,f
292.354763,5,238,s
292.370515,6,236,f
292.370515,6,237,s
292.554405,3,243,f
292.554405,3,244,s
292.664854,1,257,f
292.664854,1,258,s
292.670511,1,258,f
292.670511,1,259,s
292.705656,2,254,f
292.705656,2,255,s
292.857482,1,259,f
292.857482,1,260,s
293.743466,1,260,f
293.743466,1,261,s
294.087962,5,238,f
294.087962,5,239,s
294.259422,6,237,f
294.259422,6,238,s
294.350167,3,244,f
294.350167,3,245,s
294.377464,3,245,f
294.377464,3,246,s
294.462495,4,241,f
294.462495,4,242,s
294.587183,2,255,f
294.587183,2,256,s
294.83604,5,239,f
294.83604,5,240,s
295.006278,5,240,f
295.006278,5,241,s
295.386115,5,241,f
295.430651,3,246,f
295.430651,3,247,s
295.476178,4,242,f
295.476178,5,242,s
295.476178,4,243,s
295.649221,2,256,f
295.649221,2,257,s
295.653307,1,261,f
295.653307,1,262,s
296.030451,2,257,f
296.030451,2,258,s
296.289329,5,242,f
296.40419,1,262,f
296.40419,1,263,s
296.52617,6,238,f
296.52617,6,239,s
296.723793,4,243,f
296.723793,5,243,s
296.723793,4,244,s
296.768033,6,239,f
296.768033,6,240,s
296.799448,1,263,f
296.799448,1,264,s
296.82469,1,264,f
296.82469,1,265,s
297.066367,5,243,f
297.467106,1,265,f
297.467106,1,266,s
297.562057,3,247,f
297.562057,3,248,s
297.744043,2,258,f
297.744043,2,259,s
298.2358,1,266,f
298.2358,1,267,s
298.29524,2,259,f
298.375815,4,244,f
298.375815,5,244,s
298.375815,4,245,s
298.720729,6,240,f
298.720729,6,241,s
298.777508,4,245,f
298.777508,4,246,s
298.854597,6,241,f
298.854597,6,242,s
298.921492,1,267,f
298.921492,1,268,s
299.083764,1,268,f
299.083764,1,269,s
299.092083,3,248,f
299.092083,3,249,s
299.092083,2,260,s
299.177425,6,242,f
299.177425,6,243,s
299.621185,1,269,f
299.621185,1,270,s
300.192754,6,243,f
300.277246,3,249,f
300.277246,3,250,s
300.6182,4,246,f
300.6182,4,247,s
300.619227,2,260,f
300.619227,2,261,s
300.702839,3,250,f
300.702839,3,251,s
300.966588,3,251,f
300.966588,3,252,s
301.092224,5,244,f
301.092224,6,244,s
301.092224,5,245,s
301.271012,6,244,f
301.293564,4,247,f
301.293564,4,248,s
301.672882,3,252,f
301.672882,3,253,s
301.928343,3,253,f
301.928343,3,254,s
302.119965,5,245,f
302.119965,6,245,s
302.119965,5,246,s
302.680539,1,270,f
302.680539,1,271,s
302.804339,4,248,f
302.804339,4,249,s
302.993759,6,245,f
303.109464,3,254,f
303.109464,3,255,s
303.349651,4,249,f
303.349651,4,250,s
303.373673,5,246,f
303.373673,6,246,s
303.373673,5,247,s
303.446146,1,271,f
303.446146,1,272,s
303.502252,3,255,f
303.502252,3,256,s
303.60443,4,250,f
303.60443,4,251,s
303.778005,5,247,f
303.778005,5,248,s
303.921571,5,248,f
303.921571,5,249,s
303.948817,5,249,f
303.948817,5,250,s
304.490962,3,256,f
304.490962,3,257,s
304.694817,1,272,f
304.727998,6,246,f
304.727998,6,247,s
304.757609,3,257,f
304.757609,3,258,s
304.902251,5,250,f
305.155546,6,247,f
305.155546,6,248,s
305.244461,2,261,f
305.244461,2,262,s
305.244461,1,273,s
305.642381,1,273,f
305.983509,3,258,f
305.983509,3,259,s
306.754903,6,248,f
306.754903,6,249,s
306.803712,4,251,f
306.803712,5,251,s
306.803712,4,252,s
306.812067,2,262,f
306.812067,2,263,s
306.812067,1,274,s
306.984075,2,263,f
306.984075,2,264,s
307.782717,2,264,f
307.782717,2,265,s
307.960181,1,274,f
307.960181,1,275,s
308.229435,6,249,f
308.229435,6,250,s
308.64837,5,251,f
308.989417,1,275,f
308.989417,1,276,s
309.673776,2,265,f
309.673776,2,266,s
309.697794,1,276,f
309.697794,1,277,s
310.132597,6,250,f
310.132597,6,251,s
310.353952,3,259,f
310.353952,3,260,s
310.371835,3,260,f
310.371835,3,261,s
310.440083,1,277,f
310.613544,4,252,f
310.613544,5,252,s
310.613544,4,253,s
310.986098,4,253,f
310.986098,4,254,s
311.782955,5,252,f
311.782955,5,253,s
311.821141,4,254,f
311.821141,4,255,s
311.837212,2,266,f
311.837212,2,267,s
311.837212,1,278,s
311.916108,5,253,f
311.916108,5,254,s
312.070004,6,251,f
312.070004,6,252,s
312.215752,6,252,f
312.215752,6,253,s
312.240699,3,261,f
312.240699,3,262,s
312.247777,3,262,f
312.247777,3,263,s
312.700978,4,255,f
312.700978,4,256,s
313.16705,1,278,f
313.233305,6,253,f
313.347953,2,267,f
313.347953,2,268,s
313.347953,1,279,s
313.532606,2,268,f
313.532606,2,269,s
313.757396,1,279,f
313.757396,1,280,s
313.846252,2,269,f
313.846252,2,270,s
314.240624,3,263,f
314.240624,3,264,s
314.347401,3,264,f
314.347401,3,265,s
314.540635,1,280,f
314.540635,1,281,s
314.827593,3,265,f
314.827593,3,266,s
314.917589,4,256,f
314.917589,4,257,s
315.274162,2,270,f
315.274162,2,271,s
315.571991,1,281,f
315.571991,1,282,s
315.60934,5,254,f
315.60934,6,254,s
315.60934,5,255,s
315.806553,6,254,f
316.258605,2,271,f
316.258605,2,272,s
316.368561,3,266,f
316.368561,3,267,s
316.389652,3,267,f
316.389652,3,268,s
316.479335,1,282,f
316.479335,1,283,s
316.879029,1,283,f
317.153988,5,255,f
317.153988,6,255,s
317.153988,5,256,s
317.472249,6,255,f
317.599791,3,268,f
317.742461,5,256,f
317.742461,6,256,s
318.072358,2,272,f
318.072358,2,273,s
318.072358,1,284,s
318.077536,4,257,f
318.077536,5,257,s
318.077536,4,258,s
318.077536,3,269,s
318.429317,2,273,f
318.429317,2,274,s
318.484638,3,269,f
318.581133,2,274,f
318.581133,2,275,s
318.652998,5,257,f
318.782642,4,258,f
318.782642,5,258,s
318.782642,4,259,s
318.782642,3,270,s
318.789378,2,275,f
318.789378,2,276,s
318.823487,2,276,f
318.823487,2,277,s
318.835322,3,270,f
318.877668,4,259,f
318.877668,4,260,s
318.877668,3,271,s
319.061752,5,258,f
319.061752,5,259,s
319.246284,3,271,f
319.543337,2,277,f
319.543337,2,278,s
319.706664,1,284,f
319.706664,1,285,s
319.764016,4,260,f
319.764016,4,261,s
319.764016,3,272,s
319.876162,5,259,f
319.876162,5,260,s
319.886975,6,256,f
319.886975,6,257,s
320.05883,1,285,f
320.05883,1,286,s
320.195109,6,257,f
320.195109,6,258,s
320.224451,4,261,f
320.224451,4,262,s
320.251878,3,272,f
320.251878,3,273,s
320.392747,1,286,f
320.392747,1,287,s
320.686616,1,287,f
320.686616,1,288,s
320.698534,1,288,f
320.698534,1,289,s
320.784697,2,278,f
320.784697,2,279,s
320.795514,5,260,f
320.795514,5,261,s
320.822549,5,261,f
320.881445,4,262,f
320.881445,5,262,s
320.881445,4,263,s
320.96969,3,273,f
320.96969,3,274,s
321.002118,5,262,f
321.022164,6,258,f
321.022164,6,259,s
321.160607,3,274,f
321.172482,1,289,f
321.172482,1,290,s
321.2311,4,263,f
321.2311,5,263,s
321.2311,4,264,s
321.2311,3,275,s
321.237805,5,263,f
321.555466,6,259,f
321.555466,6,260,s
321.844407,6,260,f
321.844407,6,261,s
322.040842,1,290,f
322.582036,4,264,f
322.582036,5,264,s
322.582036,4,265,s
322.902118,2,279,f
322.902118,2,280,s
322.902118,1,291,s
322.930909,4,265,f
322.930909,4,266,s
323.020791,2,280,f
323.020791,2,281,s
323.058734,1,291,f
323.058734,1,292,s
323.221327,6,261,f
323.221327,6,262,s
323.239926,4,266,f
323.239926,4,267,s
323.713294,1,292,f
324.718628,2,281,f
324.718628,2,282,s
324.718628,1,293,s
324.765732,4,267,f
324.765732,4,268,s
324.806695,4,268,f
324.806695,4,269,s
324.834538,2,282,f
324.834538,2,283,s
324.924594,2,283,f
324.924594,2,284,s
325.233273,4,269,f
325.233273,4,270,s
325.455728,5,264,f
325.455728,5,265,s
325.557392,1,293,f
325.557392,1,294,s
325.81829,2,284,f
325.81829,2,285,s
325.839673,4,270,f
325.839673,4,271,s
325.863136,6,262,f
325.863136,6,263,s
325.909617,3,275,f
325.909617,3,276,s
325.998269,1,294,f
325.998269,1,295,s
326.116681,2,285,f
326.116681,2,286,s
326.381308,6,263,f
326.381308,6,264,s
326.411836,4,271,f
326.411836,4,272,s
326.501652,2,286,f
326.501652,2,287,s
326.581719,1,295,f
326.581719,1,296,s
326.588723,3,276,f
326.588723,3,277,s
326.723436,4,272,f
326.723436,4,273,s
326.736836,4,273,f
326.736836,4,274,s
326.745307,1,296,f
326.745307,1,297,s
326.767479,4,274,f
326.767479,4,275,s
327.079917,6,264,f
327.200974,3,277,f
327.200974,3,278,s
327.259634,1,297,f
327.259634,1,298,s
327.424529,4,275,f
327.424529,4,276,s
327.531555,3,278,f
327.531555,3,279,s
327.595779,2,287,f
327.595779,2,288,s
327.713825,2,288,f
327.713825,2,289,s
327.822895,2,289,f
327.822895,2,290,s
328.070846,5,265,f
328.070846,6,265,s
328.070846,5,266,s
328.789892,1,298,f
328.789892,1,299,s
329.002612,5,266,f
329.002612,5,267,s
329.251708,2,290,f
329.312188,4,276,f
329.312188,4,277,s
329.62953,6,265,f
329.62953,6,266,s
329.643791,1,299,f
329.643791,1,300,s
330.192207,3,279,f
330.192207,3,280,s
330.192207,2,291,s
330.308411,4,277,f
330.308411,4,278,s
330.369996,1,300,f
330.369996,1,301,s
330.393797,4,278,f
330.824777,6,266,f
330.917938,2,291,f
330.990386,1,301,f
330.990386,1,302,s
331.524025,3,280,f
331.524025,3,281,s
331.524025,2,292,s
332.013933,1,302,f
332.013933,1,303,s
332.032497,1,303,f
332.200913,5,267,f
332.200913,6,267,s
332.200913,5,268,s
332.200913,4,279,s
332.349585,5,268,f
332.349585,5,269,s
332.524176,5,269,f
332.524176,5,270,s
332.621846,3,281,f
332.621846,3,282,s
332.796171,6,267,f
332.796171,6,268,s
333.102394,6,268,f
333.102394,6,269,s
333.187904,2,292,f
333.187904,2,293,s
333.187904,1,304,s
333.211949,3,282,f
333.211949,3,283,s
333.379091,6,269,f
333.408921,3,283,f
333.408921,3,284,s
333.778433,4,279,f
333.778433,4,280,s
333.797743,3,284,f
333.797743,3,285,s
334.072952,1,304,f
334.2332,2,293,f
334.2332,2,294,s
334.2332,1,305,s
334.23955,1,305,f
334.281403,5,270,f
334.281403,6,270,s
334.281403,5,271,s
334.853754,3,285,f
334.853754,3,286,s
335.25299,2,294,f
335.25299,2,295,s
335.25299,1,306,s
335.351741,3,286,f
335.351741,3,287,s
336.118919,5,271,f
336.118919,5,272,s
336.29669,5,272,f
336.29669,5,273,s
336.336697,1,306,f
336.362651,6,270,f
336.362651,6,271,s
336.492333,5,273,f
336.492333,5,274,s
336.555553,3,287,f
336.555553,3,288,s
336.611745,6,271,f
336.611745,6,272,s
336.723611,5,274,f
336.723611,5,275,s
337.567718,2,295,f
337.567718,2,296,s
337.567718,1,307,s
338.191877,4,280,f
338.191877,4,281,s
338.202058,5,275,f
338.202058,5,276,s
338.411606,6,272,f
338.411606,6,273,s
338.495971,3,288,f
338.495971,3,289,s
338.619559,1,307,f
338.674895,5,276,f
338.674895,5,277,s
338.693798,6,273,f
338.693798,6,274,s
338.817148,2,296,f
338.817148,2,297,s
338.817148,1,308,s
338.884532,1,308,f
339.276939,2,297,f
339.276939,2,298,s
339.276939,1,309,s
339.410786,3,289,f
339.410786,3,290,s
339.45726,5,277,f
339.45726,5,278,s
339.501897,3,290,f
339.501897,3,291,s
339.588949,2,298,f
339.588949,2,299,s
339.763848,1,309,f
339.763848,1,310,s
340.38383,3,291,f
340.38383,3,292,s
340.544724,4,281,f
340.544724,4,282,s
340.550048,2,299,f
340.550048,2,300,s
340.63265,5,278,f
340.63265,5,279,s
340.681942,1,310,f
340.681942,1,311,s
340.905573,6,274,f
340.905573,6,275,s
341.027706,4,282,f
341.027706,4,283,s
341.069349,2,300,f
341.069349,2,301,s
341.097416,4,283,f
341.097416,4,284,s
341.14009,5,279,f
341.14009,5,280,s
341.225826,2,301,f
341.225826,2,302,s
341.63095,1,311,f
341.63095,1,312,s
341.76953,5,280,f
341.76953,5,281,s
341.802584,3,292,f
341.802584,3,293,s
342.144647,6,275,f
342.144647,6,276,s
342.20606,6,276,f
342.20606,6,277,s
342.585361,6,277,f
342.585361,6,278,s
342.594827,2,302,f
342.594827,2,303,s
342.842746,5,281,f
342.842746,5,282,s
343.378306,1,312,f
343.378306,1,313,s
343.768213,6,278,f
343.768213,6,279,s
344.048801,5,282,f
344.048801,5,283,s
344.330814,5,283,f
344.657761,4,284,f
344.657761,5,284,s
344.657761,4,285,s
344.66119,5,284,f
344.757236,3,293,f
344.757236,3,294,s
344.823666,1,313,f
344.823666,1,314,s
345.20228,6,279,f
345.20228,6,280,s
345.290439,1,314,f
345.602756,3,294,f
345.602756,3,295,s
345.62318,4,285,f
345.62318,5,285,s
345.62318,4,286,s
345.629755,4,286,f
345.629755,4,287,s
345.813255,5,285,f
345.813255,5,286,s
346.144928,5,286,f
346.348228,6,280,f
346.348228,6,281,s
346.41128,2,303,f
346.41128,2,304,s
346.41128,1,315,s
346.535555,6,281,f
346.535555,6,282,s
346.596753,6,282,f
346.596753,6,283,s
346.937747,6,283,f
346.937747,6,284,s
346.963551,2,304,f
346.963551,2,305,s
347.069569,4,287,f
347.069569,5,287,s
347.069569,4,288,s
347.404876,2,305,f
347.404876,2,306,s
347.515659,6,284,f
347.515659,6,285,s
347.585218,1,315,f
347.585218,1,316,s
347.625905,3,295,f
347.625905,3,296,s
347.630804,6,285,f
347.630804,6,286,s
347.815319,5,287,f
347.829213,3,296,f
347.829213,3,297,s
347.831875,2,306,f
347.831875,2,307,s
347.838258,4,288,f
347.838258,5,288,s
347.838258,4,289,s
347.843654,2,307,f
347.843654,2,308,s
347.996966,2,308,f
348.097632,3,297,f
348.097632,3,298,s
348.097632,2,309,s
348.453154,5,288,f
348.866608,3,298,f
348.866608,3,299,s
348.939807,6,286,f
348.939807,6,287,s
349.149623,1,316,f
349.149623,1,317,s
349.294074,4,289,f
349.294074,5,289,s
349.294074,4,290,s
349.939718,5,289,f
350.724487,3,299,f
350.724487,3,300,s
350.760868,1,317,f
350.760868,1,318,s
350.8812,2,309,f
350.8812,2,310,s
351.127509,1,318,f
351.127509,1,319,s
351.186464,6,287,f
351.186464,6,288,s
351.250762,2,310,f
351.250762,2,311,s
351.286245,1,319,f
351.286245,1,320,s
351.605817,3,300,f
351.605817,3,301,s
351.633914,1,320,f
351.633914,1,321,s
351.639668,1,321,f
351.639668,1,322,s
351.719513,4,290,f
351.719513,5,290,s
351.719513,4,291,s
351.789918,2,311,f
351.789918,2,312,s
351.904828,2,312,f
352.175013,4,291,f
352.175013,4,292,s
352.283615,1,322,f
352.283615,1,323,s
352.438241,5,290,f
352.438241,5,291,s
352.460063,4,292,f
352.460063,4,293,s
352.743226,1,323,f
352.846978,5,291,f
352.846978,5,292,s
352.880477,3,301,f
352.880477,3,302,s
352.880477,2,313,s
352.880477,1,324,s
353.063683,4,293,f
353.063683,4,294,s
353.154944,5,292,f
353.154944,5,293,s
353.191329,5,293,f
353.313867,4,294,f
353.313867,5,294,s
353.313867,4,295,s
353.520069,6,288,f
353.520069,6,289,s
353.607594,3,302,f
353.607594,3,303,s
353.64647,2,313,f
353.64647,2,314,s
353.707527,5,294,f
353.792301,3,303,f
353.792301,3,304,s
353.845506,6,289,f
353.845506,6,290,s
353.904143,6,290,f
353.904143,6,291,s
354.009061,1,324,f
354.009061,1,325,s
354.324116,6,291,f
354.324116,6,292,s
354.577113,6,292,f
354.577113,6,293,s
354.949115,2,314,f
354.949115,2,315,s
355.166495,6,293,f
355.166495,6,294,s
355.228703,6,294,f
355.260106,1,325,f
355.260106,1,326,s
355.505702,1,326,f
356.28047,4,295,f
356.28047,5,295,s
356.28047,4,296,s
356.291938,2,315,f
356.35911,3,304,f
356.35911,3,305,s
356.35911,2,316,s
356.35911,1,327,s
356.444036,4,296,f
356.444036,4,297,s
356.468158,4,297,f
356.468158,4,298,s
356.47202,5,295,f
356.47202,6,295,s
356.47202,5,296,s
356.584743,6,295,f
356.598093,4,298,f
356.598093,4,299,s
357.164242,1,327,f
357.636524,2,316,f
357.693553,3,305,f
357.693553,3,306,s
357.693553,2,317,s
357.693553,1,328,s
357.856768,4,299,f
357.856768,4,300,s
357.98207,1,328,f
358.415777,2,317,f
358.664975,4,300,f
358.664975,4,301,s
359.231839,5,296,f
359.231839,6,296,s
359.231839,5,297,s
359.382822,5,297,f
359.382822,5,298,s
359.787286,3,306,f
359.787286,3,307,s
359.787286,2,318,s
359.787286,1,329,s
360.042349,6,296,f
360.042349,6,297,s
360.525826,5,298,f
360.525826,5,299,s
360.655488,6,297,f
360.655488,6,298,s
360.688717,1,329,f
360.757648,3,307,f
360.757648,3,308,s
360.988252,2,318,f
360.988252,2,319,s
360.988252,1,330,s
361.018332,4,301,f
361.018332,4,302,s
361.029751,3,308,f
361.029751,3,309,s
361.038872,5,299,f
361.038872,5,300,s
361.159795,3,309,f
361.159795,3,310,s
361.352089,6,298,f
361.352089,6,299,s
361.612859,2,319,f
361.612859,2,320,s
361.682725,5,300,f
361.682725,5,301,s
361.696102,6,299,f
361.696102,6,300,s
361.875604,2,320,f
361.875604,2,321,s
361.954513,4,302,f
361.954513,4,303,s
362.292141,1,330,f
362.292141,1,331,s
362.78705,4,303,f
362.78705,4,304,s
362.938081,3,310,f
362.938081,3,311,s
363.03359,2,321,f
363.03359,2,322,s
363.167451,1,331,f
363.167451,1,332,s
363.40881,4,304,f
363.40881,4,305,s
363.64699,1,332,f
363.64699,1,333,s
363.811021,6,300,f
363.872924,1,333,f
363.880243,2,322,f
364.112625,4,305,f
364.112625,4,306,s
364.659753,3,311,f
364.659753,3,312,s
364.659753,2,323,s
364.659753,1,334,s
364.830923,2,323,f
365.101891,1,334,f
365.530069,5,301,f
365.530069,6,301,s
365.530069,5,302,s
365.585001,5,302,f
365.585001,5,303,s
365.783376,4,306,f
365.783376,4,307,s
366.167164,4,307,f
366.167164,4,308,s
366.211666,6,301,f
366.211666,6,302,s
366.606551,4,308,f
366.606551,4,309,s
366.655106,5,303,f
366.655106,5,304,s
366.751518,6,302,f
366.751518,6,303,s
367.069224,6,303,f
367.738338,5,304,f
367.738338,6,304,s
367.738338,5,305,s
367.75686,5,305,f
367.75686,5,306,s
367.812245,4,309,f
367.812245,4,310,s
367.85136,3,312,f
367.85136,3,313,s
367.85136,2,324,s
367.85136,1,335,s
368.136599,6,304,f
368.136599,6,305,s
368.167887,4,310,f
368.167887,4,311,s
368.210099,6,305,f
368.392813,5,306,f
368.392813,6,306,s
368.392813,5,307,s
368.713827,5,307,f
368.713827,5,308,s
368.881174,4,311,f
368.881174,4,312,s
369.044756,5,308,f
369.044756,5,309,s
369.048276,3,313,f
369.048276,3,314,s
369.626919,3,314,f
369.626919,3,315,s
369.872531,3,315,f
369.872531,3,316,s
370.089456,1,335,f
370.47866,6,306,f
370.47866,6,307,s
370.590527,6,307,f
370.590527,6,308,s
370.627384,4,312,f
370.627384,4,313,s
370.636343,6,308,f
370.805143,4,313,f
370.805143,4,314,s
370.859721,5,309,f
370.859721,6,309,s
370.859721,5,310,s
370.935904,5,310,f
370.935904,5,311,s
371.254282,5,311,f
371.254282,5,312,s
371.270464,4,314,f
371.270464,4,315,s
371.302709,5,312,f
371.302709,5,313,s
371.580569,5,313,f
371.580569,5,314,s
371.652648,2,324,f
371.652648,2,325,s
371.652648,1,336,s
372.130595,4,315,f
372.193335,5,314,f
372.193335,5,315,s
372.475935,6,309,f
372.475935,6,310,s
372.917209,1,336,f
372.917658,2,325,f
372.917658,2,326,s
372.917658,1,337,s
373.044422,2,326,f
373.044422,2,327,s
373.067171,3,316,f
373.067171,4,316,s
373.067171,3,317,s
373.10757,1,337,f
373.10757,1,338,s
373.678365,3,317,f
373.678365,3,318,s
373.82258,5,315,f
374.229104,1,338,f
374.337267,2,327,f
374.337267,2,328,s
374.337267,1,339,s
374.551504,1,339,f
374.557773,4,316,f
374.557773,5,316,s
374.557773,4,317,s
374.719934,2,328,f
374.719934,2,329,s
374.719934,1,340,s
375.028076,5,316,f
375.060638,2,329,f
375.310662,4,317,f
375.310662,5,317,s
375.326646,6,310,f
375.326646,6,311,s
375.377301,1,340,f
376.073289,3,318,f
376.073289,4,318,s
376.073289,3,319,s
376.073289,2,330,s
376.073289,1,341,s
376.106622,3,319,f
376.106622,3,320,s
376.381684,4,318,f
376.381684,4,319,s
376.43756,5,317,f
376.43756,5,318,s
376.528893,4,319,f
376.571301,1,341,f
377.132362,5,318,f
377.132362,5,319,s
377.132597,2,330,f
377.132597,2,331,s
377.132597,1,342,s
377.133652,5,319,f
377.147061,2,331,f
377.296047,6,311,f
377.296047,6,312,s
377.377932,3,320,f
377.377932,4,320,s
377.377932,3,321,s
377.377932,2,332,s
377.39002,1,342,f
377.39002,1,343,s
377.60076,2,332,f
378.437233,3,321,f
378.437233,3,322,s
378.437233,2,333,s
378.489137,2,333,f
378.778611,1,343,f
378.778611,1,344,s
378.948332,3,322,f
378.948332,3,323,s
378.948332,2,334,s
379.0119,1,344,f
379.0119,1,345,s
379.177044,4,320,f
379.177044,5,320,s
379.177044,4,321,s
379.302806,1,345,f
379.781884,2,334,f
380.326184,5,320,f
381.011266,3,323,f
381.011266,3,324,s
381.011266,2,335,s
381.011266,1,346,s
381.210111,2,335,f
381.33998,1,346,f
381.717706,3,324,f
381.717706,3,325,s
381.717706,2,336,s
381.717706,1,347,s
381.837316,6,312,f
381.837316,6,313,s
381.998275,3,325,f
381.998275,3,326,s
382.00457,3,326,f
382.00457,3,327,s
382.128691,4,321,f
382.128691,5,321,s
382.128691,4,322,s
382.2502,4,322,f
382.2502,4,323,s
382.426941,2,336,f
382.426941,2,337,s
382.581485,1,347,f
382.581485,1,348,s
382.675703,1,348,f
382.758683,2,337,f
382.758683,2,338,s
382.758683,1,349,s
382.902871,6,313,f
382.902871,6,314,s
382.9354,2,338,f
383.156899,1,349,f
383.572661,4,323,f
383.572661,4,324,s
383.631488,4,324,f
383.631488,4,325,s
383.638514,6,314,f
383.638514,6,315,s
384.187435,6,315,f
384.187435,6,316,s
384.383998,5,321,f
384.383998,5,322,s
384.403325,6,316,f
384.403325,6,317,s
384.560892,6,317,f
384.560892,6,318,s
385.134155,5,322,f
385.134155,5,323,s
385.182887,3,327,f
385.182887,3,328,s
385.182887,2,339,s
385.182887,1,350,s
385.945969,3,328,f
385.945969,3,329,s
385.953484,2,339,f
385.953484,2,340,s
386.028177,2,340,f
386.677631,6,318,f
386.677631,6,319,s
387.240767,5,323,f
387.240767,5,324,s
387.345997,6,319,f
387.345997,6,320,s
387.363388,5,324,f
387.43069,1,350,f
387.43069,1,351,s
387.490057,4,325,f
387.490057,5,325,s
387.490057,4,326,s
387.494881,3,329,f
387.494881,3,330,s
387.494881,2,341,s
387.535796,5,325,f
387.751016,3,330,f
387.751016,3,331,s
387.783673,1,351,f
387.783673,1,352,s
388.086801,6,320,f
388.086801,6,321,s
388.197361,4,326,f
388.197361,5,326,s
388.197361,4,327,s
388.327512,4,327,f
388.327512,4,328,s
388.57153,1,352,f
388.87255,6,321,f
388.87255,6,322,s
389.164376,2,341,f
389.164376,2,342,s
389.164376,1,353,s
389.2714,6,322,f
389.2714,6,323,s
389.489291,1,353,f
389.543381,5,326,f
389.543381,5,327,s
389.733143,4,328,f
389.733143,4,329,s
389.823307,6,323,f
389.823307,6,324,s
389.893434,3,331,f
389.893434,3,332,s
390.080803,3,332,f
390.080803,3,333,s
390.500698,6,324,f
390.500698,6,325,s
390.530125,5,327,f
390.530125,5,328,s
390.924414,6,325,f
390.924414,6,326,s
390.971407,4,329,f
390.971407,4,330,s
390.994319,2,342,f
390.994319,2,343,s
390.994319,1,354,s
391.113765,6,326,f
391.113765,6,327,s
391.132173,6,327,f
391.700839,3,333,f
391.700839,3,334,s
392.757915,4,330,f
392.757915,4,331,s
392.927145,4,331,f
392.927145,4,332,s
392.98588,4,332,f
392.98588,4,333,s
393.224825,5,328,f
393.224825,6,328,s
393.224825,5,329,s
393.272628,5,329,f
393.272628,5,330,s
393.360976,5,330,f
393.360976,5,331,s
393.474303,4,333,f
393.598719,2,343,f
393.598719,2,344,s
393.781636,3,334,f
393.781636,4,334,s
393.781636,3,335,s
394.149469,3,335,f
394.149469,3,336,s
394.195228,2,344,f
394.195228,2,345,s
394.24122,6,328,f
394.24122,6,329,s
394.296696,1,354,f
394.296696,1,355,s
394.414262,1,355,f
394.414262,1,356,s
394.435724,6,329,f
394.435724,6,330,s
394.790716,5,331,f
394.790716,5,332,s
395.105134,2,345,f
395.105134,2,346,s
395.110724,6,330,f
395.110724,6,331,s
395.208258,3,336,f
395.208258,3,337,s
395.316101,6,331,f
395.446104,4,334,f
395.446104,4,335,s
395.446676,5,332,f
395.446676,6,332,s
395.446676,5,333,s
395.491422,3,337,f
395.491422,3,338,s
395.508851,6,332,f
395.587038,3,338,f
395.587038,3,339,s
395.981097,2,346,f
395.981097,2,347,s
396.106702,2,347,f
396.106702,2,348,s
396.450501,2,348,f
396.450501,2,349,s
396.615685,4,335,f
396.615685,4,336,s
396.887029,3,339,f
396.887029,3,340,s
397.059673,1,356,f
397.059673,1,357,s
397.156197,1,357,f
397.156197,1,358,s
397.35064,2,349,f
397.35064,2,350,s
397.387211,2,350,f
397.387211,2,351,s
398.092679,1,358,f
398.092679,1,359,s
398.257442,1,359,f
398.257442,1,360,s
398.461904,5,333,f
398.461904,6,333,s
398.461904,5,334,s
398.53965,2,351,f
399.030888,5,334,f
399.030888,5,335,s
399.174254,6,333,f
399.174254,6,334,s
399.312471,5,335,f
399.399119,3,340,f
399.399119,3,341,s
