id,ts,activity
52,700.087337,4
55,700.087337,3
58,700.087337,2
63,700.087337,1
35,702.128163,6
44,706.772849,5
53,707.601015,4
56,707.601015,3
59,709.194178,2
64,716.826203,1
36,716.826203,6
45,716.826203,5
54,716.826203,4
57,716.826203,3
60,720.843611,2
65,722.726203,1
37,733.603909,6
46,733.603909,5
55,733.603909,4
58,733.603909,3
61,733.603909,2
66,739.878453,1
38,739.878453,6
47,740.050649,5
56,741.359534,4
59,741.359534,3
62,742.574117,2
67,745.778453,1
39,745.778453,6
48,748.250405,5
57,748.797659,4
60,748.797659,3
63,748.797659,2
68,751.678453,1
40,751.678453,6
49,761.273846,5
58,761.273846,4
61,761.273846,3
64,761.273846,2
69,761.273846,1
41,761.273846,6
50,766.458482,5
59,768.166346,4
62,768.173846,3
65,773.334568,2
70,773.334568,1
42,773.334568,6
51,776.048636,5
60,776.048636,4
63,776.048636,3
66,785.611639,2
71,790.128277,1
43,790.128277,6
52,792.625153,5
61,792.625153,4
64,792.625153,3
67,794.736494,2
72,796.028277,1
44,796.028277,6
53,799.294607,5
62,799.757271,4
65,799.757271,3
68,805.095188,2
73,805.095188,1
45,805.095188,6
54,805.095188,5
63,809.406486,4
66,809.406486,3
69,812.445074,2
74,823.866956,1
46,823.866956,6
55,823.866956,5
64,823.866956,4
67,823.866956,3
70,823.866956,2
75,829.766956,1
47,829.766956,6
56,833.987341,5
65,833.987341,4
68,833.987341,3
71,833.987341,2
76,835.666956,1
48,844.881482,6
57,844.881482,5
66,844.881482,4
69,844.881482,3
72,847.840487,2
77,847.840487,1
49,850.781482,6
58,857.349031,5
67,857.349031,4
70,857.349031,3
73,857.425906,2
78,857.425906,1
50,865.779797,6
59,865.779797,5
68,866.172355,4
71,866.172355,3
74,866.172355,2
79,866.172355,1
51,871.679797,6
60,871.679797,5
69,874.179334,4
72,874.179334,3
75,874.179334,2
80,874.179334,1
52,877.579797,6
61,879.203356,5
70,882.854841,4
73,882.854841,3
76,882.854841,2
81,882.854841,1
53,883.479797,6
62,895.556479,5
71,895.556479,4
74,895.556479,3
77,895.556479,2
82,895.556479,1
54,895.556479,6
63,901.409916,5
72,904.882105,4
75,904.882105,3
78,907.235002,2
83,907.235002,1
55,910.82145,6
64,910.82145,5
73,913.173452,4
76,913.173452,3
79,917.931067,2
84,917.931067,1
56,917.931067,6
65,928.645878,5
74,928.645878,4
77,928.645878,3
80,928.645878,2
85,928.645878,1
57,928.645878,6
66,934.730538,5
75,937.103337,4
78,937.103337,3
81,937.103337,2
86,937.103337,1
58,937.103337,6
67,940.136985,5
76,945.636281,4
79,945.636281,3
82,945.636281,2
87,945.636281,1
59,945.636281,6
68,949.860443,5
77,953.030456,4
80,953.030456,3
83,953.413514,2
88,964.371907,1
60,964.371907,6
69,964.371907,5
78,964.371907,4
81,964.371907,3
84,967.185222,2
89,970.271907,1
61,970.271907,6
70,972.623977,5
79,972.768181,4
82,972.768181,3
85,979.008664,2
90,979.008664,1
62,979.008664,6
71,979.932856,5
80,980.073982,4
83,980.073982,3
86,985.888394,2
91,985.888394,1
63,985.888394,6
72,986.163706,5
81,989.523982,4
84,989.523982,3
87,992.524119,2
92,1002.143579,1
64,1002.143579,6
73,1002.143579,5
82,1002.143579,4
85,1002.143579,3
88,1002.143579,2
93,1008.043579,1
65,1008.043579,6
74,1011.380025,5
83,1011.380025,4
86,1011.380025,3
89,1013.896926,2
94,1013.943579,1
66,1013.943579,6
75,1023.236809,5
84,1023.236809,4
87,1023.236809,3
90,1023.236809,2
95,1030.251043,1
67,1030.251043,6
76,1034.814504,5
85,1034.814504,4
88,1034.814504,3
91,1034.814504,2
96,1048.484724,1
68,1048.484724,6
77,1048.484724,5
86,1048.484724,4
89,1048.484724,3
92,1048.484724,2
97,1065.850727,1
69,1065.850727,6
78,1065.850727,5
87,1065.850727,4
90,1065.850727,3
93,1065.850727,2
98,1071.750727,1
70,1071.750727,6
79,1076.543007,5
88,1076.543007,4
91,1076.543007,3
94,1076.543007,2
99,1077.650727,1
71,1077.650727,6
80,1083.50397,5
89,1083.50397,4
92,1083.50397,3
95,1083.641103,2
100,1083.641103,1
72,1083.641103,6
81,1096.076924,5
90,1096.076924,4
93,1096.076924,3
96,1096.076924,2
101,1102.100642,1
73,1102.100642,6
82,1113.532904,5
91,1113.532904,4
94,1113.532904,3
97,1113.532904,2
102,1113.532904,1
74,1118.454587,6
83,1118.996981,5
92,1120.786257,4
95,1120.786257,3
98,1120.786257,2
103,1120.786257,1
75,1124.354587,6
84,1128.837353,5
93,1129.827396,4
96,1129.827396,3
99,1133.510005,2
104,1137.495504,1
76,1139.059055,6
85,1139.059055,5
94,1139.059055,4
97,1139.059055,3
100,1142.009162,2
105,1143.395504,1
77,1144.959055,6
86,1144.959055,5
95,1146.401631,4
98,1146.401631,3
101,1151.89015,2
106,1161.492209,1
78,1161.492209,6
87,1161.492209,5
96,1161.492209,4
99,1161.492209,3
102,1161.901079,2
107,1177.976306,1
79,1177.976306,6
88,1178.34657,5
97,1178.34657,4
100,1178.34657,3
103,1178.34657,2
108,1183.876306,1
80,1193.620107,6
89,1193.620107,5
98,1193.620107,4
101,1193.620107,3
104,1193.620107,2
109,1193.620107,1
81,1199.520107,6
90,1210.874928,5
99,1210.874928,4
102,1210.874928,3
105,1210.874928,2
110,1210.874928,1
82,1214.265198,6
91,1219.624369,5
100,1219.624369,4
103,1219.624369,3
106,1219.624369,2
111,1219.624369,1
83,1229.333175,6
92,1230.415326,5
101,1230.415326,4
104,1230.415326,3
107,1230.415326,2
112,1230.415326,1
84,1235.233175,6
93,1237.714442,5
102,1240.15094,4
105,1240.15094,3
108,1240.15094,2
113,1246.462037,1
85,1250.858371,6
94,1250.858371,5
103,1250.858371,4
106,1250.858371,3
109,1250.858371,2
114,1252.362037,1
86,1265.56095,6
95,1265.56095,5
104,1265.56095,4
107,1265.56095,3
110,1265.56095,2
115,1268.908483,1
87,1271.46095,6
96,1272.386987,5
105,1272.386987,4
108,1272.46095,3
111,1273.799872,2
116,1274.808483,1
88,1277.36095,6
97,1288.138535,5
106,1288.138535,4
109,1288.138535,3
112,1288.138535,2
117,1288.138535,1
89,1288.138535,6
98,1298.726811,5
107,1298.726811,4
110,1298.726811,3
113,1298.726811,2
118,1298.726811,1
90,1304.366486,6
99,1308.908528,5
108,1308.908528,4
111,1308.908528,3
114,1312.751998,2
119,1312.751998,1
91,1312.751998,6
100,1314.058638,5
109,1316.854883,4
112,1316.854883,3
115,1323.018988,2
120,1330.591033,1
92,1330.591033,6
101,1330.591033,5
110,1330.591033,4
113,1330.591033,3
116,1331.26753,2
121,1336.491033,1
93,1336.491033,6
102,1342.572312,5
111,1342.572312,4
114,1342.572312,3
117,1342.572312,2
122,1353.643527,1
94,1353.643527,6
103,1353.643527,5
112,1353.643527,4
115,1353.643527,3
118,1353.643527,2
123,1359.543527,1
95,1359.543527,6
104,1360.155825,5
113,1361.278506,4
116,1361.278506,3
119,1361.278506,2
124,1365.443527,1
96,1365.443527,6
105,1366.644412,5
114,1368.851017,4
117,1368.851017,3
120,1368.954605,2
125,1381.842589,1
97,1381.842589,6
106,1381.842589,5
115,1381.842589,4
118,1381.842589,3
121,1381.842589,2
126,1399.929309,1
98,1399.929309,6
107,1399.929309,5
116,1399.929309,4
119,1399.929309,3
122,1399.929309,2
127,1405.829309,1
99,1415.288437,6
108,1415.288437,5
117,1415.288437,4
120,1415.288437,3
123,1415.288437,2
128,1415.288437,1
100,1421.188437,6
109,1421.259205,5
118,1422.643301,4
121,1422.643301,3
124,1422.643301,2
129,1433.079944,1
101,1433.079944,6
110,1433.514092,5
119,1433.514092,4
122,1433.514092,3
125,1436.281949,2
130,1451.28564,1
102,1451.28564,6
111,1451.28564,5
120,1451.28564,4
123,1451.28564,3
126,1451.28564,2
131,1468.39933,1
103,1468.39933,6
112,1468.39933,5
121,1468.39933,4
124,1468.39933,3
127,1468.39933,2
132,1474.29933,1
104,1474.29933,6
113,1474.29933,5
122,1475.243836,4
125,1475.29933,3
128,1480.040171,2
133,1480.19933,1
105,1489.407773,6
114,1492.545046,5
123,1492.545046,4
126,1492.545046,3
129,1492.545046,2
134,1492.545046,1
106,1495.307773,6
115,1498.894435,5
124,1501.137878,4
127,1501.137878,3
130,1501.137878,2
135,1510.553342,1
107,1510.553342,6
116,1510.553342,5
125,1510.553342,4
128,1510.553342,3
131,1511.541706,2
136,1526.535585,1
108,1526.535585,6
117,1526.535585,5
126,1526.535585,4
129,1526.535585,3
132,1526.535585,2
137,1542.600882,1
109,1542.600882,6
118,1542.600882,5
127,1542.600882,4
130,1542.600882,3
133,1542.600882,2
138,1560.581002,1
110,1560.581002,6
119,1560.581002,5
128,1560.581002,4
131,1560.581002,3
134,1560.581002,2
139,1566.481002,1
111,1566.481002,6
120,1568.551259,5
129,1569.40017,4
132,1569.40017,3
135,1569.40017,2
140,1572.381002,1
112,1572.381002,6
121,1577.321427,5
130,1577.321427,4
133,1577.321427,3
136,1577.321427,2
141,1578.281002,1
113,1578.281002,6
122,1586.169998,5
131,1586.169998,4
134,1586.169998,3
137,1586.169998,2
142,1586.169998,1
114,1593.659285,6
123,1603.22719,5
132,1603.22719,4
135,1603.22719,3
138,1603.22719,2
143,1603.22719,1
115,1609.142418,6
124,1609.142418,5
133,1611.664618,4
136,1611.664618,3
139,1614.577915,2
144,1614.577915,1
116,1615.042418,6
125,1621.558205,5
134,1621.558205,4
137,1621.558205,3
140,1621.686507,2
145,1631.73734,1
117,1631.73734,6
126,1631.73734,5
135,1631.73734,4
138,1631.73734,3
141,1632.793726,2
146,1637.63734,1
118,1647.873989,6
127,1647.873989,5
136,1647.873989,4
139,1647.873989,3
142,1647.873989,2
147,1656.182317,1
119,1663.32556,6
128,1663.32556,5
137,1663.32556,4
140,1663.32556,3
143,1663.32556,2
148,1674.475991,1
120,1674.475991,6
129,1674.475991,5
138,1674.475991,4
141,1674.475991,3
144,1674.475991,2
149,1680.375991,1
121,1680.375991,6
130,1680.506794,5
139,1682.336034,4
142,1682.336034,3
145,1685.277983,2
150,1696.496362,1
122,1696.496362,6
131,1696.496362,5
140,1696.496362,4
143,1696.496362,3
146,1699.812817,2
151,1715.010824,1
123,1715.010824,6
132,1715.010824,5
141,1715.010824,4
144,1715.010824,3
147,1715.010824,2
152,1720.910824,1
124,1720.910824,6
133,1730.130925,5
142,1730.130925,4
145,1730.130925,3
148,1730.130925,2
153,1730.130925,1
125,1737.127365,6
134,1737.127365,5
143,1739.489399,4
146,1739.489399,3
149,1739.489399,2
154,1747.118942,1
126,1747.118942,6
135,1747.118942,5
144,1747.218847,4
147,1747.218847,3
150,1747.661444,2
155,1763.945486,1
127,1763.945486,6
136,1763.945486,5
145,1763.945486,4
148,1763.945486,3
151,1763.945486,2
156,1769.845486,1
128,1769.845486,6
137,1773.563742,5
146,1773.563742,4
149,1773.563742,3
152,1775.824189,2
157,1787.113987,1
129,1787.113987,6
138,1787.113987,5
147,1787.113987,4
150,1787.113987,3
153,1787.113987,2
158,1793.013987,1
130,1793.013987,6
139,1798.125987,5
148,1798.125987,4
151,1798.125987,3
154,1798.125987,2
159,1809.506214,1
131,1809.506214,6
140,1809.506214,5
149,1809.506214,4
152,1809.506214,3
155,1809.506214,2
160,1815.406214,1
132,1815.406214,6
141,1816.741671,5
150,1817.596366,4
153,1817.596366,3
156,1821.24418,2
161,1831.308216,1
133,1831.308216,6
142,1831.308216,5
151,1831.308216,4
154,1831.308216,3
157,1833.213839,2
162,1837.208216,1
134,1837.208216,6
143,1838.471014,5
152,1838.471014,4
155,1838.471014,3
158,1840.477411,2
163,1843.108216,1
135,1852.353356,6
144,1852.353356,5
153,1852.353356,4
156,1852.353356,3
159,1852.353356,2
164,1859.412481,1
136,1859.412481,6
145,1859.412481,5
154,1861.439297,4
157,1861.439297,3
160,1862.499854,2
165,1865.312481,1
137,1876.123089,6
146,1876.123089,5
155,1876.123089,4
158,1876.123089,3
161,1876.123089,2
166,1876.123089,1
138,1882.023089,6
147,1893.555777,5
156,1893.555777,4
159,1893.555777,3
162,1893.555777,2
167,1893.555777,1
139,1893.555777,6
148,1903.813179,5
157,1903.813179,4
160,1903.813179,3
163,1906.70869,2
168,1911.043903,1
140,1911.043903,6
149,1912.090496,5
158,1912.090496,4
161,1912.090496,3
164,1914.699977,2
169,1927.158067,1
141,1927.158067,6
150,1927.158067,5
159,1927.158067,4
162,1927.158067,3
165,1929.973457,2
170,1933.058067,1
142,1943.268865,6
151,1943.268865,5
160,1943.268865,4
163,1943.268865,3
166,1943.268865,2
171,1943.268865,1
143,1949.168865,6
152,1955.499411,5
161,1955.499411,4
164,1955.499411,3
167,1955.499411,2
172,1955.499411,1
144,1964.932375,6
153,1966.831461,5
162,1966.831461,4
165,1966.831461,3
168,1966.831461,2
173,1966.831461,1
145,1979.976917,6
154,1979.976917,5
163,1979.976917,4
166,1979.976917,3
169,1979.976917,2
174,1979.976917,1
146,1985.876917,6
155,1993.381923,5
164,1993.381923,4
167,1993.381923,3
170,1993.381923,2
175,1993.381923,1
147,1993.381923,6
156,2002.639554,5
165,2002.639554,4
168,2002.639554,3
171,2002.639554,2
176,2002.639554,1
148,2002.639554,6
157,2011.297208,5
166,2011.297208,4
169,2011.297208,3
172,2012.98251,2
177,2012.98251,1
149,2012.98251,6
158,2021.626464,5
167,2021.626464,4
170,2021.626464,3
173,2024.865113,2
178,2030.642153,1
150,2030.642153,6
159,2030.642153,5
168,2030.642153,4
171,2030.642153,3
174,2032.472946,2
179,2036.542153,1
151,2036.542153,6
160,2045.715219,5
169,2045.715219,4
172,2045.715219,3
175,2045.715219,2
180,2045.715219,1
152,2045.715219,6
161,2054.248293,5
170,2054.287132,4
173,2054.287132,3
176,2054.287132,2
181,2064.146401,1
153,2064.146401,6
162,2067.889355,5
171,2067.889355,4
174,2067.889355,3
177,2067.889355,2
182,2082.854344,1
154,2082.854344,6
163,2082.854344,5
172,2082.854344,4
175,2082.854344,3
178,2082.854344,2
183,2100.224894,1
155,2100.224894,6
164,2100.224894,5
173,2100.224894,4
176,2100.224894,3
179,2100.224894,2
184,2118.186141,1
156,2118.186141,6
165,2118.186141,5
174,2118.186141,4
177,2118.186141,3
180,2118.186141,2
185,2124.086141,1
157,2124.086141,6
166,2127.553398,5
175,2127.553398,4
178,2127.553398,3
181,2127.553398,2
186,2129.986141,1
158,2129.986141,6
167,2136.555826,5
176,2136.555826,4
179,2136.555826,3
182,2136.555826,2
187,2136.555826,1
159,2136.555826,6
168,2149.808513,5
177,2149.808513,4
180,2149.808513,3
183,2149.808513,2
188,2153.923018,1
160,2153.923018,6
169,2156.094004,5
178,2156.99149,4
181,2156.99149,3
184,2161.755341,2
189,2161.755341,1
161,2161.755341,6
170,2165.15962,5
179,2165.15962,4
182,2165.15962,3
185,2169.266724,2
190,2179.061443,1
162,2179.061443,6
171,2179.061443,5
180,2179.061443,4
183,2179.061443,3
186,2179.061443,2
191,2184.961443,1
163,2184.961443,6
172,2187.81569,5
181,2187.81569,4
184,2187.81569,3
187,2190.533318,2
192,2190.861443,1
164,2199.737454,6
173,2199.737454,5
182,2199.737454,4
185,2199.737454,3
188,2202.66118,2
193,2208.71497,1
165,2208.71497,6
174,2208.71497,5
183,2208.71497,4
186,2208.71497,3
189,2210.348371,2
194,2214.61497,1
166,2214.61497,6
175,2215.64412,5
184,2217.376707,4
187,2217.376707,3
190,2217.376707,2
195,2220.51497,1
167,2220.51497,6
176,2225.278973,5
185,2226.749264,4
188,2226.749264,3
191,2230.217473,2
196,2236.790853,1
168,2236.790853,6
177,2236.790853,5
186,2236.790853,4
189,2236.790853,3
192,2243.562977,2
197,2254.163941,1
169,2254.163941,6
178,2254.163941,5
187,2254.163941,4
190,2254.163941,3
193,2254.308657,2
198,2260.063941,1
170,2269.888694,6
179,2269.888694,5
188,2269.888694,4
191,2269.888694,3
194,2269.888694,2
199,2269.888694,1
171,2285.652478,6
180,2287.515947,5
189,2287.515947,4
192,2287.515947,3
195,2287.515947,2
200,2288.132778,1
172,2291.552478,6
181,2300.212671,5
190,2300.212671,4
193,2300.212671,3
196,2300.212671,2
201,2300.212671,1
173,2300.212671,6
182,2311.391389,5
191,2311.391389,4
194,2311.391389,3
197,2311.710429,2
202,2317.635343,1
174,2317.635343,6
183,2320.910274,5
192,2320.910274,4
195,2320.910274,3
198,2323.14575,2
203,2323.535343,1
175,2333.138078,6
184,2333.138078,5
193,2333.138078,4
196,2333.138078,3
199,2333.138078,2
204,2333.138078,1
176,2339.038078,6
185,2347.239763,5
194,2347.239763,4
197,2347.239763,3
200,2347.239763,2
205,2347.239763,1
177,2347.239763,6
186,2355.519031,5
195,2355.830798,4
198,2355.830798,3
201,2356.602494,2
206,2365.499603,1
178,2365.499603,6
187,2366.932602,5
196,2366.932602,4
199,2366.932602,3
202,2366.932602,2
207,2371.399603,1
179,2371.399603,6
188,2379.857398,5
197,2379.857398,4
200,2379.857398,3
203,2379.857398,2
208,2388.030231,1
180,2388.030231,6
189,2389.276645,5
198,2389.276645,4
201,2389.276645,3
204,2389.276645,2
209,2393.930231,1
181,2393.930231,6
190,2396.613875,5
199,2397.306168,4
202,2397.306168,3
205,2397.306168,2
210,2399.830231,1
182,2409.133523,6
191,2409.133523,5
200,2409.133523,4
203,2409.133523,3
206,2409.133523,2
211,2409.133523,1
183,2424.953944,6
192,2424.953944,5
201,2424.953944,4
204,2424.953944,3
207,2424.953944,2
212,2425.468427,1
184,2440.946279,6
193,2441.020128,5
202,2441.020128,4
205,2441.020128,3
208,2441.020128,2
213,2443.141004,1
185,2446.846279,6
194,2453.323433,5
203,2453.323433,4
206,2453.323433,3
209,2453.323433,2
214,2453.323433,1
186,2462.25037,6
195,2464.294267,5
204,2464.294267,4
207,2464.294267,3
210,2464.294267,2
215,2464.294267,1
187,2476.927398,6
196,2476.927398,5
205,2476.927398,4
208,2476.927398,3
211,2476.927398,2
216,2482.475487,1
188,2482.827398,6
197,2486.927754,5
206,2486.927754,4
209,2486.927754,3
212,2486.927754,2
217,2488.375487,1
189,2498.251987,6
198,2498.790728,5
207,2498.790728,4
210,2498.790728,3
213,2498.790728,2
218,2498.790728,1
190,2504.151987,6
199,2507.636479,5
208,2507.636479,4
211,2507.636479,3
214,2510.018749,2
219,2510.018749,1
191,2519.094925,6
200,2519.094925,5
209,2519.094925,4
212,2519.094925,3
215,2519.094925,2
220,2519.094925,1
192,2524.994925,6
201,2533.475562,5
210,2533.475562,4
213,2533.475562,3
216,2533.475562,2
221,2535.528008,1
193,2539.858857,6
202,2546.953468,5
211,2546.953468,4
214,2546.953468,3
217,2546.953468,2
222,2553.226235,1
194,2553.226235,6
203,2555.127769,5
212,2555.127769,4
215,2555.127769,3
218,2562.494045,2
223,2571.200139,1
195,2571.200139,6
204,2571.200139,5
213,2571.200139,4
216,2571.200139,3
219,2571.964896,2
224,2577.100139,1
196,2585.907492,6
205,2585.907492,5
214,2585.907492,4
217,2585.907492,3
220,2585.907492,2
225,2595.080928,1
197,2595.080928,6
206,2598.177607,5
215,2598.177607,4
218,2598.177607,3
221,2598.177607,2
226,2600.980928,1
198,2600.980928,6
207,2609.348048,5
216,2609.348048,4
219,2609.348048,3
222,2609.348048,2
227,2617.315182,1
199,2617.315182,6
208,2620.62505,5
217,2620.62505,4
220,2620.62505,3
223,2620.62505,2
228,2623.215182,1
200,2623.215182,6
209,2628.627324,5
218,2629.231334,4
221,2629.231334,3
224,2629.231334,2
229,2640.493089,1
201,2640.493089,6
210,2640.493089,5
219,2640.493089,4
222,2640.493089,3
225,2641.325761,2
230,2646.393089,1
202,2646.393089,6
211,2655.924328,5
220,2655.924328,4
223,2655.924328,3
226,2655.924328,2
231,2663.346275,1
203,2663.346275,6
212,2663.876796,5
221,2663.876796,4
224,2663.876796,3
227,2664.821862,2
232,2669.246275,1
204,2669.246275,6
213,2669.894948,5
222,2671.493701,4
225,2671.493701,3
228,2673.306513,2
233,2686.696374,1
205,2686.696374,6
214,2686.696374,5
223,2686.696374,4
226,2686.696374,3
229,2686.696374,2
234,2704.780938,1
206,2704.780938,6
215,2704.780938,5
224,2704.780938,4
227,2704.780938,3
230,2704.780938,2
235,2721.334223,1
207,2721.334223,6
216,2721.334223,5
225,2721.334223,4
228,2721.334223,3
231,2721.334223,2
236,2740.044313,1
208,2740.044313,6
217,2740.044313,5
226,2740.044313,4
229,2740.044313,3
232,2740.044313,2
237,2757.987734,1
209,2757.987734,6
218,2757.987734,5
227,2757.987734,4
230,2757.987734,3
233,2757.987734,2
238,2775.281319,1
210,2775.281319,6
219,2775.281319,5
228,2775.281319,4
231,2775.281319,3
234,2775.281319,2
239,2781.181319,1
211,2791.304655,6
220,2791.304655,5
229,2791.304655,4
232,2791.304655,3
235,2791.304655,2
240,2791.304655,1
212,2797.204655,6
221,2804.352755,5
230,2804.352755,4
233,2804.352755,3
236,2804.352755,2
241,2809.175738,1
213,2812.977969,6
222,2812.977969,5
231,2812.977969,4
234,2812.977969,3
237,2812.977969,2
242,2827.097836,1
214,2827.097836,6
223,2827.097836,5
232,2827.097836,4
235,2827.097836,3
238,2827.097836,2
243,2843.843067,1
215,2843.843067,6
224,2843.843067,5
233,2843.843067,4
236,2843.843067,3
239,2843.843067,2
244,2860.593808,1
216,2860.593808,6
225,2860.593808,5
234,2860.593808,4
237,2860.593808,3
240,2860.593808,2
245,2878.224489,1
217,2878.224489,6
226,2878.224489,5
235,2878.224489,4
238,2878.224489,3
241,2878.224489,2
246,2884.124489,1
218,2884.124489,6
227,2889.301273,5
236,2889.301273,4
239,2889.301273,3
242,2889.301273,2
247,2890.024489,1
219,2890.024489,6
228,2898.437448,5
237,2898.437448,4
240,2898.437448,3
243,2898.437448,2
248,2898.437448,1
220,2898.437448,6
229,2904.261078,5
238,2906.339102,4
241,2906.339102,3
244,2906.339102,2
249,2917.305469,1
221,2917.305469,6
230,2917.305469,5
239,2917.305469,4
242,2917.305469,3
245,2917.305469,2
250,2935.824227,1
222,2935.824227,6
231,2935.824227,5
240,2935.824227,4
243,2935.824227,3
246,2935.824227,2
251,2952.458166,1
223,2952.458166,6
232,2952.458166,5
241,2952.458166,4
244,2952.458166,3
247,2952.458166,2
252,2968.627913,1
224,2968.627913,6
233,2968.627913,5
242,2968.627913,4
245,2968.627913,3
248,2968.627913,2
253,2974.527913,1
225,2974.527913,6
